nome,votos
FRANCISCO DAS CHAGAS BRITO ARAUJO,2783
JOSÉ DE RIBAMAR DE SOUSA ROCHA,1635
ALOISIO ERNESTO SOARES DA COSTA FILHO,1282
ANA PAULA DOS SANTOS COSTA,1381
ANTONIO ALEXANDRE DOS SANTOS,3215
CARLOS ALBERTO DE LIGÓRIO SOUSA ARAUJO,2338
ELIZEU MORAIS DE AGUIAR,24663
FRANCISCO CELSO RODRIGUES,1407
GUTENBERG DE MOURA ROCHA,11339
IRACEMA MARIA PORTELA NUNES NOGUEIRA LIMA,63440
JOSE ANTONIO SOUZA E SILVA FILHO,5912
JOSÉ FRANCISCO PAES LANDIM,83548
JOÃO CARLOS GUIMARÃES ARAÚJO,4047
JOÃO GALBA PEREIRA MORORÓ,1618
MARCOS ANTONIO DE MEDEIROS PARENTE,5063
ORLANDO MATIAS DO NASCIMENTO,9718
PAULO HENRIQUE DIAS OLIVEIRA,6786
RITA DE CASSIA LOPES CAMPELO LEITE,12233
ROBSON BEZERRA RIBEIRO,2104
TOMAZ SOUSA DA SILVA,1355
WALTER RIBEIRO MOURA,1412
WELTON ALVES DOS SANTOS,2107
ZELIA MARIA DE SÁ,4148
FABRÍCIO RODRIGUES DE SOUSA,913
GENIVAL LOPES DE SOUSA,827
HIPÓLITO SILVA CRUZ,752
JOSÉ CARLOS LIMA DA SILVA,2527
MANOEL ALVES DE FREITAS NETO,698
ATILA FREITAS LIRA,111811
DAMIÃO MAZUELIO DANTAS GOMES,2950
HALYSSON CARVALHO SILVA,13073
JOAQUIM JOSE SARAIVA DA PENHA,3177
JOSE MESSIAS ANDRADE JUNIOR,11739
JOÃO BATISTA GONÇALVES DE SOUSA,11271
LIÉGE DA CUNHA CAVALCANTE RIBEIRO GONÇALVES,16076
LUIZ GONZAGA PAES LANDIM,8253
MARCELO COSTA E CASTRO,138008
MARLLOS ROSSANO RIBEIRO GONÇALVES DE SAMPAIO,75828
OSMAR RIBEIRO DE ALMEIDA JÚNIOR,172430
DANIEL VASCONCELOS SOLON,1286
CLAUDINO CRAVEIRO DE ABREU,28395
MARIA MADALENA NUNES,1568
WALTER LUSTOSA DE CARVALHO,1461
ANTONIO RODRIGUES DE SOUSA NETO,86539
ULPIANO JOSE TAVARES,6908
FRANCISCO DE ASSIS CARVALHO GONÇALVES,113779
JOSE NAZARENO CARDEAL FONTELES,74341
JOÃO SABINO DOS SANTOS SOBRINHO,1735
JESUS RODRIGUES ALVES,67313
HELEN CRISTINA DA SILVA,3513
RAIMUNDO NONATO DOS SANTOS,864
SEBASTIÃO DE SOUSA OLIVIERA FILHO,4667
DIONÊ COSTA OLIVEIRA,671
FRANCISCO RODRIGUES SOARES,3196
ELIANE TEREZINHA QUEIROGA MOREIRA,1288
MARIA DO AMPARO RODRIGUES,2000
MARIA ROSINEIDE LOPES DE AMORIM,1077
GILIANE LICIA SILVA,679
ALESSANDRO LUCCIOLA MOLON,72179
ANDRE TAFFAREL INACIO DOS SANTOS,23930
ANTONIO CARLOS BISCAIA,56830
BENEDITA SOUZA DA SILVA SAMPAIO,91914
CARLOS AUGUSTO ALVES SANTANA,62329
CLAUDIO JOSE DE OLIVEIRA,4981
DANIEL DE MELLO GOMES,13425
EDSON SANTOS,108752
ELIANE PONTES ROLIM,57080
FRANCISCO CARLOS DE ANDRADE PORTUGAL,9184
FRANCISCO DE ALMEIDA ROCHA JUNIOR,4151
FRANCISCO JOSE DANGELO PINTO,156714
GERSON SOUTO TEIXEIRA,3168
JAMIL CARLOS DE OLIVEIRA,1283
JEANNE DARC FERNANDES GUEDES,4281
JORGE RICARDO BITTAR,235986
JOSE AUGUSTO TELLES DE LIMA,1581
LUIS CLAUDIO DE OLIVEIRA MAIA,3240
LUIZ SERGIO NOBREGA DE OLIVEIRA,330378
MARCELO BORGES SERENO,115660
MARCO ANTONIO BAPTISTA DE CASTRO NUNES,1387
ODALI DIAS CARDOSO,5162
ODIMAR RIBEIRO SARDINHA,3369
PAULO HENRIQUE CATARINA,2386
VICENTE ESTEVAM DA MATA,3236
VLADIMIR GRACINDO SOARES PALMEIRA,90194
WILLIAM RESENDE DE CASTRO JUNIOR,5060
ANDRE BUCARESKY,1972
AFONSO LUIZ DE ALMEIDA,606
ALBANO BATISTA FILHO,8809
ALEX RODRIGUES DE OLIVEIRA,1595
ALEX TEIXEIRA DE SANT'ANA,656
ALEXANDRE AGUIAR CARDOSO,103250
ANTONIO CARLOS DA SILVA PASSOS,5583
CARLOS ALBERTO ALMEIDA DE AGUIAR,438
CARLOS ALBERTO LOPES,40182
CARLOS ANTONIO OLIVEIRA DA SILVA,1372
CARLOS EUGENIO SARMENTO COELHO DA PAZ,4094
CARLOS HENRIQUE PEREIRA MARTINS,1228
CARLOS VICTOR DA ROCHA MENDES,62288
CLAUDIO PEDROSA DE OLIVEIRA,2611
CLEBER DA SILVA VIEGAS,627
DILSON AVELINO DA SILVA,8359
EDUARDO HENRIQUE SOARES,6470
ELDIO SUZANO DA FONSECA,1772
ELIAS ANTUNES DE MEDEIROS,1320
FRANCISCO AFFONSO SOARES PINTADO NETO,15469
GIL MAGNO PEREIRA DE SIQUEIRA,11997
GLAUBER DE MEDEIROS BRAGA,42170
HELIO VELASQUEZ,2600
JADIR DA ROCHA CORREA,1988
JEFERSON RAMOS DE OLIVEIRA,1796
JOSE FLAVIO PESSOA DE BARROS,3003
JOSE SEVERINO PENHA,657
JOSE SILVINO DA SILVA DAFLON,562
JOSIMAR SANTOS BARBOSA,2171
KARLA KÉTRIM FERREIRA DAS CHAGAS,2460
LETÍCIA PIRES DE OLIVEIRA,1857
LUIS EDUARDO ALMEIDA DE OLIVEIRA,18533
LUIZ GUSTAVO MATIAS SILVA,3784
MARCELINO MAIA DANTAS DA SILVA,1146
MARCELO DE QUEIROZ PEREZ,1830
MARCOS VENICIUS DE LIMA,1690
MARCOS VINICIUS SAMPAIO LYRIO,663
MARIA GRAÇAS FERNANDES MARCELINO,2136
MARLI DA SILVA,476
NELSON MONTEIRO DA ROCHA,7877
NICANOR LINO DA SILVA,1032
PEDRO NASCIMENTO ARAUJO,4555
REYNALDO ROCHA BARROS,6764
RODRIGO CANTINI,6518
RODRIGO RIOS MOSQUEIRA,2293
ROGERIO MARTINS DE MOURA,3543
ROMARIO DE SOUZA FARIA,31257
SANDRO VITOR SILVA GONÇALVES,14755
SHEWRY STONY DA SILVA,448
SIDNEI BELO LEANDRO,1399
TANIA CRISTINA LUCAS GUIMARÃES,417
TERESA PALADINO MIRANDA LIMA,457
VALTAIR DOS SANTOS AMBROSIO,1697
VICTOR HENRIQUE RAMON,1173
WALTER FRANCESCO CORCIONE,694
WELLINGTON PASSOS BARROS,527
ANTONIO CARLOS MACHADO VIEIRA,2195
ANTONIO TEIXEIRA ALEXANDRE NETO,23731
CANDIDA HELENA MACHADO,2376
CARLOS DAUDT BRIZOLA,97801
CARLOS JESUS ONTIVEROS GUARDIA,20503
CESAR DE CASTRO HAIACHI,2753
CLEMIR DA SILVA RAMOS,3723
CORALIA CALIXTO MACHADO,443
DILSON MALHEIROS DRUMOND,36475
EBER PEREIRA RANAURO,3930
EDELZUITA DE LOURDES SANTOS DE OLIVEIRA,1622
ELIANA VALENTIM,1669
ELISEU SCHUINDT,11578
EZEQUIEL DOMINGUES LOURENCO,13152
FATIMA CRISTINA ALVES,1483
FERNANDO LEITE SIQUEIRA,96027
GELSON APICELO,8772
JAILTON NAPOLES CORREA MENEZES,1991
JEFFERSON DIAS DA SILVA,16060
JOADIL RAPOSO MENDOCA,6787
JOAO CARLOS CAMILO DO NASCIMENTO,3863
JORGE LUIZ DA COSTA HABIB,4369
LEONARDO SERRI RAMOS,2608
LUCIA MARIA LOPES,1909
MARCELO VIVIANI GONCALVES,58129
MARCUS VINICIUS COHEN DE SOUZA,3500
MARIO ALBERTO AVELINO,13159
MILTON ROBERTO PEREIRA DE SOUZA,20437
MIRO TEIXEIRA,160623
NOEL DE OLIVEIRA,6881
ORENDINA LOPES DA SILVA,2163
PEDRO ALAIM FERREIRA,9855
SERGIO ZVEITER,112510
URBANO DO VALE COELHO,2081
VIVALDO VIEIRA BARBOSA,25061
WALTER CRISTIE SILVA AGUIAR,17260
ADALGISA APARECIDA DA CONCEIÇÃO,1808
ADOLPHO KONDER HOMEM DE CARVALHO FILHO,56124
ADRIANO HENRIQUE DE ANDRADE FIGUEIRA SILVA,2325
ALEXANDRE AUGUSTUS SERFIOTIS,95262
ALIPIO MONTEIRO FILHO,4906
ANDREIA ALMEIDA ZITO DOS SANTOS,87761
ANDRÉ LUIZ COSTA DE SOUZA,6284
AROLDE DE OLIVEIRA,51367
CARLOS ALBERTO LAVRADO CUPELLO,50207
CARLOS JOSÉ MOREIRA CATÓLICO,12658
CARLOS ROBERTO DA SILVA OLIVEIRA FILHO,1002
CELSO SILVA DE CARVALHO,5806
DEMETRIO MASSAD SOBRINHO,2765
ELAINE MOURA,899
ERALDO VIEIRA DE SOUZA,1444
FABIO LINS E SILVA NERY DA COSTA,60473
FLAVIO LUIZ DE SOUZA,771
GENIVALDO FERREIRA NOGUEIRA,12765
HELITON DA SILVA ANNES,892
IVANI LOPES SAMPAIO DO NASCIMENTO,1748
JAIRO FERNANDES,2466
JAMILA CALIL SALIM RIBEIRO,5429
JAQUELINE FIGUEIRÓ FRANÇA,7079
JORGE LUIZ DE AZEVEDO SILVA,3020
JOSE FLAVIO RAMALHO ORTIGAO,763
JOSE FLORIPES HENRIQUE BEZERRA,330
JOSE ONIX GOMES DA SILVA,549
LUIZ AUGUSTO MUNIZ PONTES,2014
LUIZ CARLOS PEREIRA,1065
LUIZ EDUARDO DE CARVALHO,1328
LUIZ ROBINSON DA SILVA JUNIOR,3495
MARCELO CALERO FARIA GARCIA,3876
MARCELO VERLY DE LEMOS,24446
MARCELO ZATURANSKY NOGUEIRA ITAGIBA,84410
MARCIO JOSE AZEREDO DA COSTA,1969
MARCO ANTONIO FURTADO,4528
MARCOS ANTONIO DE ARAUJO,1943
NAILTO COSME FERREIRA,669
OTAVIO SANTOS SILVA LEITE,192700
PAULO RICARDO PAUL,2411
PAULO SERGIO VIEIRA SORIANO,535
PAULO VICTOR LEWIS,3114
RODRIGO FELINTO IBARRA EPITACIO MAIA,155806
ROGERIO BASTOS REIS,3875
SAVERIO LA RUINA,10627
SERGIO ROBERTO DINIZ NOGUEIRA,9770
SOLANGE AMARAL,47544
STEPAN NERCESSIAN,47604
VAGNER GOMES DE SOUZA,981
VANDERLEI TORRES BIBÁ,7546
WAGNER LUIZ FERREIRA DA SILVA,4595
WELLYSD DE ANDRADE PEREIRA,2170
WILSON LEITE PASSOS,7620
HIRAN ROEDEL,1323
ADILSON THEODORO SOARES,487
ADRIAN MUSSI RAMOS,183975
ALEXANDRE JOSE DOS SANTOS,244840
ALMIR RANGEL,6343
AMERICA TEREZA NASCIMENTO DA SILVA,22062
ANA LEILA GONCALVES,1029
ANDREA DE JESUS LAMBERT,688
BARBARA PUPPIN DA SILVA,1925
BERNARDO RAMOS ARISTON,107880
CARLOS ALBERTO DA SILVA BRAZ,840
CARLOS AUGUSTO PINTO LOUREIRO,8652
CARLOS CESAR GOMES,16459
CELIA MARIA DE SOUZA,2459
CELSO ALENCAR RAMOS JACOB,24344
CELSO ALVES DA COSTA,3038
CESAR AUGUSTO COELHO FERREIRA,4062
CHRISTIANO ALVES VIEIRA,5188
CLEIBE MANGE ESTEVES,9899
CLENILCE SILVA DE PAULA,401
CLOVIS JOSE DOS PASSOS FILHO,5987
DANIEL DE SOUZA BASTOS,8529
EDSON EZEQUIEL DE MATOS,134400
EDUARDO COSENTINO DA CUNHA,331243
ELIMAR DOS SANTOS,44790
FERNANDO ANTONIO CECILIANO JORDAO,100392
FERNANDO LOPES DE ALMEIDA,67572
FILIPE DE ALMEIDA PEREIRA,216778
GILSON SEBASTIAO NOGUEIRA,2490
HUGO LEAL MELO DA SILVA,256805
ISAC FARIAS NASCIMENTO,1659
IVAN DE SOUZA,3316
JAIR MESSIAS BOLSONARO,32958
JORGE MAROTTE CORREA,11080
JOSE GUILHERME DE MORAES NETO,10899
JULIO LUIZ BAPTISTA LOPES,198295
LEONARDO CARNEIRO MONTEIRO PICCIANI,221096
LOURDES MAIA DE ARAUJO,4398
MARCELO LUIZ BARONTO SAMPAIO,8111
MARCOS ANTONIO CAETANO DE SOUZA,7908
MARCUS ANTONIO GUEDES DOS SANTOS,9240
MARIA DA CONCEICAO FURTADO MARTINS,619
MARIA ISABEL ELSIMAANI CARAM,6643
MARIA LUIZA BENETTI OTTONI VIEIRA PEREIRA RAMOS,4328
NELSON ROBERTO BORNIER DE OLIVEIRA,134612
NESTOR DE MORAES VIDAL NETO,30751
PAULO CESAR DE ALMEDA JUNIOR,9223
PAULO JOSE ALVES RATTES,24745
PAULO ROBERTO DUQUE ESTRADA REZENER,863
PEDRO PAULO CARVALHO TEIXEIRA,233471
RENATO ABI RAMIA,19665
ROBSON SANTOS,4646
RODRIGO BETHLEM FERNANDES,469296
RODRIGO DIAS MONTEIRO DA ROCHA,6859
ROSELI CORDEIRO FILARDO,2567
SAVIO LUIS FERREIRA NEVES FILHO,47835
SILVIO GONZALEZ SALGADO ARIAS,4238
SIMAO SESSIM,130480
SOLANGE PEREIRA DE ALMEIDA,133014
VIRGINIA DE SOUZA MONTEIRO,494
WANDERLEY ALVES DE OLIVEIRA,158598
WASHINGTON REIS DE OLIVEIRA,81039
WASHINGTON TADEU GRANATO COSTA,27720
WILSON CARLOS MARTINS,1748
AGNALDO BORBOREMA DA SILVA,1066
ALLAN KARDEC RESENDE PONTES,1496
ANDRE MESSIAS DO NASCIMENTO,835
ANGELO DE FREITAS RODRIGUES CORREIA,1882
ARLINDO DA SILVA RODRIGUES LOPES,773
AROLDO GOMES DA SILVA,316
AUREO LIDIO MOREIRA RIBEIRO,13839
BARBARA DOS SANTOS,383
BRUNO MARINHO BARCELLOS,463
CARLOS ALBERTO MIRANDA DE MORAES,959
CLAUDIA BASTOS FRANÇA DO CARMO TAVARES,461
DALVA MATTOZINHO SOUZA,345
DEISE BATISTA TEIXEIRA DOS SANTOS,283
EDSON MOREIRA BRIGIDO,519
EDUARDO DANTAS DE SÁ,1081
ELIAS DOS SANTOS AZEVEDO JUNIOR,1051
ELZILENI VIANA DE SOUZA,2013
EMANUEL BASTOS TORQUATO,7813
ERIC FERREIRA BRAGA,1057
EURICLEA MARIA DUARTE FERREIRA GOMES,1061
EVA GONÇALVES ZOPELARIO,988
FERNANDO DE SOUZA DIAS,981
FRANCINÉLIO DA FONTE VIEIRA,700
GESIEL DE OLIVEIRA LESSA,1815
GILDARTE MESSIAS DO NASCIMENTO,431
ISAAC SEVERO DOS SANTOS,903
JACKSON DE OLIVEIRA EMERICK,10366
JIMMY SANDRO PEREIRA DE SOUZA,11996
JORGE DA ROCHA SOARES,280
JOSE CARLOS CHERMOUT,2483
JOSE TADEU MONTEIRO DE BARROS,444
JOSIMAR DA SILVA PEÇANHA,1253
JOSÉ JANDIR BORGES ALVES,4400
JOSÉ ROBERTO LOUZADA,981
JOSÉ ROBERTO VIDAL,2584
JOÃO CARLOS DOS SANTOS CHAVES,1316
JULIO CELIS MOREIRA COSTA,3716
KLEBER DE OLIVEIRA SILVA,1435
LEANDRO AZEVEDO DE MELLO,2997
LUCIENE MARIA ESTEVAM REZENDE,2379
LUCIO DE ARRUDA CABRAL FILHO,1001
MARCELO BARBOZA GREGORIO,3463
NORBERTO COELHO DE MATTOS,14399
PAULO ELIAS PERES SIMÃO,4804
PAULO SERGIO CORREIA SALUSTIANO,1609
REGIS AYRTON LERMEN,415
RODRIGO MARTINS PIRES DE AMORIM,501
TANIA CATARINA LOPES DO NASCIMENTO MURI,2940
TEREZINHA ALVES LOPES,475
VALDECI GOULART THOMAZINI,352
VALDENIR DOS SANTOS,358
VILSON BALTHAR ARSENIO,2137
VIVILI CECILIA COSTA MARQUES,4193
WAGNER ATTINA XAVIER,905
WELINGTON TEIXEIRA DE AZEREDO,763
ÁTILA NUNES PEREIRA NETO,12619
ALVARO HENRIQUE FELIZOLA BASTOS,2319
CARLOS HENRIQUE DE CARVALHO,37862
EDMILSON JOSE VALENTIM DOS SANTOS,110278
JONASTONIAN MARINS AGUIAR,15461
LUIS FERNANDO DE OLIVEIRA GUTMAN,12022
MARCOS ANTONIO DE QUEIROZ LUCENA,9856
ALCENIR DE OLIVEIRA MARIANO,421
ALCIMACO COSME DE OLIVEIRA MACIEL JUNIOR,2505
ANANIAS BERNARDO DA SILVA,578
ANTONIO FERREIRA PEDREGAL FILHO,16221
ANTONIO ROSEVELT BORGES DE OLIVEIRA,2314
CAMILA PIRES DE OLIVEIRA,366
CATIA NUNES DA SILVA,1084
CLAUDIO GERALDO AVELAR DE ARAUJO,385
CLAUDIO HENRIQUE DOS ANJOS,5438
CLEBER RIBEIRO AFONSO,1697
DANIEL SAMPAIO TOURINHO,46032
EDMILSON DE SOUZA BITTENCOURT,2766
ELENICE DE JESUS RAMOS,439
FABRICIA MIRANDA,183
FELIPE LEONE BORNIER DE OLIVEIRA,45630
FLORIANO PINTO DA FONSECA NETO,715
FRANCISCO CARLOS ACCIOLY NERY,274
FRANCISCO JESUS DA SILVA,1871
FRANK DE FREITAS MAIA,241
IRANY ONOFRE RODRIGUES,5622
ISAEL CORTAZ TEIXEIRA,2013
JOAO BATISTA DA SILVA,13697
JOAO CARLOS DOS SANTOS RODRIGUES,515
JOAO FRANCISCO DE OLIVEIRA,439
JOAO GUILHERME DO ROZARIO DE SOUZA MAIA,1305
JOSE CARLOS DE ALMEIDA,10230
JOSE GLICERIO BENTO BERNARDES,29539
JOSE NADER JUNIOR,52158
KATIA REGINA DA SILVA VIEIRA,483
LUCIMAR FRANCELINO DA SILVA,1170
LUCIO MAURO NEVES DOS SANTOS,3096
LUIZ ANTONIO BRAGA COSTA,1311
LUIZ CARLOS RAMOS,60471
LUIZ EDUARDO FRANCISCO DA SILVA,52564
MARCELO HENRIQUES BAPTISTA,2676
MARCO ANTONIO ESCH GOMES,1461
MARCOS ANDRE DE OLIVEIRA SANTOS,320
MARIA LAURA MONTEZA DE SOUZA CARNEIRO,50321
MARIA LUCIA COSTA SILVA,392
MARTA MARIANO DE OLIVEIRA,823
MARTA SERRATE DOS SANTOS,747
PATRICIA DOS SANTOS FERNANDES,1868
PAULO CESAR CANTO DE CARVALHO,8010
PEDRO JOSE DE PAULA,4006
PREGENTINO DOS SANTOS LAURINDO,4940
REINALDO JOSE MAIA DA COSTA,5176
RITA DE CASSIA DE SOUZA CARVALHO DA CRUZ,453
ROGERIO PORTELLA PAIM,2044
SERGIO ELIAS PEREIRA DA COSTA,1569
SERGIO RICARDO FERREIRA,1888
SYDINEY SIQUEIRA FERREIRA,1564
VALDECI DOS SANTOS,1110
WALNEY DA ROCHA CARVALHO,74715
WELLINGTON BRITO DE SOUZA,1101
FRANCISCO RODRIGUES DE ALENCAR FILHO,53898
JEAN WYLLYS DE MATOS SANTOS,6282
ANTONIO JOSE PAPERA DE AZEVEDO,6500
CARLOS ALBERTO DA HORA,889
CARLOS VICENTE NEVES DA SILVA,1165
CRISTIANO JOSE RODRIGUES DE SOUZA,25705
ELIANE VIANA JORDÃO FERNANDES,461
EVANILDO VALENTIM DOS SANTOS,1138
FRANCISCO DE PAULA PEREIRA TRINDADE,6809
GILBERTO DE OLIVEIRA SEPULVEDA,586
HAROLDO CASER LOPES,2192
HILDEBRANDO GONÇALVES RODRIGUES,6114
ISRAEL RIBEIRO DA SILVA,1401
JONAS PEIXOTO DA SILVA JUNIOR,3109
JORGE SANTANA QUEIROZ,9509
LUIZ CARLOS JOAQUIM DA SILVA,3622
LUIZ FERNANDO BARRETO DE QUEIROZ,1526
MARCELO SANTOS ROSA,4120
MARCOS FERREIRA DE LIMA,2279
MAURO LUIZ DA SILVA PIRES,490
MILTON VILARINO JUNIOR,1903
NELIO RODRIGUES,437
NELSON MERRWELVELSON FERREIRA E SOUZA,3013
NILTON CALDEIRA DA FONSECA FILHO,8603
RICARDO NABUCO RODRIGUES DOS SANTOS,3960
ROMMEL CARDOZO,1993
VINICIUS CORDEIRO,9390
ADILSON SOARES,100675
ALEXANDRE JOSE FARAH,27724
AMBER JEAN DE OLIVEIRA SCHIAFFINU,2831
ANTHONY WILLIAN GAROTINHO MATHEUS DE OLIVEIRA,225825
ATAIDE FIGUEIRA CARNEIRO JUNIOR,4445
BENONI ALMEIDA DE SOUZA,2513
CARLOS MORAES COSTA,7774
CLEITON GONCALVES DE ARAUJO,390
CLOVIS DE JESUS SAVALLA CORREA CARVALHO,914
DIEGO DUTRA TEMOTEO,1308
DRAULO VALENTE GOMES,7415
EDSON FLAVIO COELHO,8035
ELIAS SILVA DE ANDRADE,1272
FLAVIO GUEDES DE MEDEIROS,2052
FRANCISCO FLORIANO DE SOUSA SILVA,9965
GERALDA FREIRE MARQUES,1875
GUTTEMBERG SOUZA FILHO,3813
HELIO OLIVEIRA DE MOURA,12333
ISAIAS LEMOS COIMBRA,3472
ITAGIBE DO COUTO CABRAL,18347
JONES CEZAR GUIMARAES,2490
JORGE DE OLIVEIRA,30005
JOSE CARLOS FEITOSA FRAGA,9093
JOSE LUIZ VIEIRA DA MOTTA,1375
LAURO ANTONIO DE OLIVEIRA FILHO,3593
LILIAM SA DE PAULA,47823
LUCIANO MEDEIROS GOMES,9111
LUCINEIDE SIQUEIRA DO NASCIMENTO,2367
LUIS ANTONIO PEREIRA DA SILVA,1440
LUIZ ANTONIO BURLAMAQUI MENDES,795
LUIZ CLAUDIO CALIXTO BARBOSA,11345
MANUEL ROSA DA SILVA,10834
MARCELLO TEIXEIRA DE HOLLANDA,5049
MARCELO LESSA DA SILVA,15489
MARCIA MURY ALVES PORTO,1144
MARIZA DA SILVA NOBRE,251
MOYSES DE AZEVEDO COUTINHO,10558
NEILTON MULIM DA COSTA,72830
OTAVIO MARCOS GAMA,2861
PAULO CESAR DA GUIA ALMEIDA,14676
PAULO FERNANDO FEIJO TORRES,23851
PAULO SERGIO CORREIA DE QUEIROZ,3894
PEDRO ALVES FEITOSA,817
RENATO DE ALMEIDA REBOUCAS,1074
ROMULO JOSE DE ALMEIDA,1928
SERGIO LEITE DOS SANTOS,5678
SILVIA AFFONSO BROLO,2091
SILVIO NUNES DE MEDEIROS,702
SUELY SANTANA DA SILVA,8316
SANDRO DA SILVA CRUZ,1576
EURICO ANGELO DE OLIVEIRA MIRANDA,24302
VILMAR AZEVEDO SOUZA,4564
ALUZIO DOS SANTOS JUNIOR,81728
ANTONIO FERREIRA DE MELLO,2164
ELDECI GOMES DE BARROS,1915
JANDIRA FEGHALI,107303
JOSÉ CARLOS MADUREIRA SIQUEIRA,5391
LUIS CLAUDIO DE SANTANA,4264
MARIA APARECIDA AMBROZINO,2265
PEDRO JORGE DE AZEREDO COUTINHO,4807
SAULO PERES GARCIA,18685
SILVANA DA CRUZ CARNEIRO,1073
VALDEMAR MOREIRA DA SILVA FILHO,2745
ABRAAO CARDOSO DO NASCIMENTO,4340
ADEMILTO SILVA DE SOUZA,2227
ALCIDES DE CARLI,11442
ANDREIA PEREIRA DE SOUZA,1827
ANTONIO BERNARDO DE OLIVEIRA JUNIOR,2636
ANTONIO MARIANO DOS ANJOS,2083
BALTHAZAR DIAS SALGADO,2771
CLEBER LUIZ DO REGO,1937
EDILSON GUIMARAES MAIA,13720
EZEQUIEL OLIVEIRA SILVA,2390
JONATAN SILVA DE LIMA,1727
JORGE DE LIMA CHAVES,2430
JUAREZ SILVA DOS SANTOS,4170
LUIS MACHADO DOS SANTOS,2374
LUIZA LUZIA ZWANG,1601
MARCELO DA SILVA VIEIRA,6452
MARCELO DO NASCIMENTO,6165
MARCO ANTONIO DE OLIVEIRA,11420
MARIA DAS GRACAS SALLES MASONI,1388
MARISTELA PEPE GONZAGA ALBERTINI,1487
MARLI RIBEIRO DOS SANTOS,1350
MONICA DA SILVA LUCAS,1487
MONICA SOUZA DE OLIVEIRA MELO,3685
OSMAR BRITO FILHO,2656
PEDRO PAULO DE ALMEIDA CHAGAS,2082
PEDRO RICARDO DE CARVALHO OLIVEIRA,26148
RENATO DA SILVA NUNES,2161
RENILDO BOTELHO PIMENTEL,2155
VITOR PAULO ARAUJO DOS SANTOS,69217
WALTER DA SILVA FILHO,3784
WASHINGTON LUIZ ALVES,1393
EISABURO MORI,2091
NEIDE MARCIA DA SILVA,847
SIRLEI APARECIDA DE OLIVEIRA,519
NELSON ALMEIDA LIMA,1247
MARGARETH GAIO FIGUEIRA,771
PAMELA STOPPA DE MOURA,1438
ALEXANDRE CIPRIANO DE OLIVEIRA,1412
ALFREDO HELIO SYRKIS,38724
AUGUSTO CESAR SENNA DE ALMEIDA,3972
BENEDITO LIMA,6812
DORIVALDE GODOY PEREIRA DE ASSIS,1046
EDSON SILVA DE OLIVEIRA,6690
ELIAS GUEDES ARANHA SOBRINHO,983
EURICO PINHEIRO BERNARDES JUNIOR,6492
IVAN MARCELO NEVES,4493
JAIR NOGUEIRA FILHO,26808
JOSE AUGUSTO RAMOS DA SILVEIRA,1215
KATIA DE ALMEIDA ENNES,531
KIEV SANTOS DOMINGUES,1793
LUIZ FERNANDO DE OLIVEIRA PEDRA,5678
SERGIO ARTUR DO NASCIMENTO,8694
CLAUDIO ROCHA DE SOUZA,1039
MARCUS VINICIUS ROSA VIENNA,3005
LAURO CESAR BOTTO MAIA,4097
MARIA JOSE DE SOUSA BARBOSA,1911
MEIRE GAMA VIANA,371
SERGIO MACEDO PESSOA,491
DENILSON DE PAULA SILVA,2303
GERVASIO DA SILVA,1751
FLAVIO LEMOS DE SOUZA,2758
SERGIO ALEXANDRE CUNHA CAMARGO,2433
JUAREZ MARQUES LOPES,1768
KLEBER DE OLIVEIRA ARAUJO,1068
RENATO FREIXIELA DE OLIVEIRA,23611
CLAUDIA MARIA FERREIRA XAVIER,626
SERGIO ROBERTO MONTEIRO ALVES,1226
ANTONIO CARLOS VOLOTAO FERREIRA,780
SEBASTIÃO DE JESUS SOARES,1011
JOSE LUIZ MORAES VIEIRA,6481
ALBIRATO DE JESUS GOUDART,12786
ALMIR PORTO DE OLIVEIRA,2186
ANTONIO CARLOS COTTAS,1677
ANTONIO SARAIVA DA ROCHA,3079
AUGUSTO CESAR AVELLAR FILHO,1070
CELSO DE JESUS VILELA,491
EDIBERTO BARROS,532
ERONILDO MEZINI FERREIRA,703
DALTRO JACQUES D'ORNELLAS,5578
JEFFERSON LUIZ BARREIROS GONCALVES,1963
MARIO DESCHAMPS,8634
JORGE LUIZ FRAGOSO DA SILVA,1299
JOSEMAR PINHEIRO DE CARVALHO,4548
SERGIO MACHADO RODRIGUEZ,3380
MARCOS LOPES RIBEIRO,6026
OCTACIANO GOMES RAMOS,1248
PEDRO ROSA CABRAL,2960
RENATO ATHAYDE SILVA,6048
RENY RIBEIRO DA SILVA,9421
RODEVAL PIMENTEL DE BRITO,1208
THIAGO CÓCARO VIGNOLI,625
WILLIAM MENEZES DOS SANTOS,731
REGINA CELIA RIBEIRO FERREIRA,297
SIDNEY DIAS DE ALMEIDA,2246
SOLANGE DOS SANTOS PACHECO,979
WERNER BENITES SARAIVA DA FONSECA,23620
JAIRO LIMA CARDOSO,1974
JOSE BENEDITO MAIA,31027
MARCELO VELOSO DE OLIVEIRA,6659
MAURO FERNANDES DOS SANTOS,1265
NATALINO GOMES,1323
VITORIA DE FATIMA ARANHA PORTELADA ESTEVES,622
LEILA MARIA SÃO PAIO DE MENEZES CAMPOS,1268
ISRAEL FERNANDES PEREIRA,1726
ADIVANIL PONTES DE ANDRADE,1716
EDNARDO BERNARDINO RODRIGUES LOPES,670
MARCOS ALCANTARA DA SILVA,877
ANDERSON FRANCISCO DE ARAUJO,3974
